2025-12-17 17:59:22,Victorie,Ceva mai complicat
2025-12-17 18:04:30,Infrangere,Ceva mai complicat
2025-12-17 18:23:31,Victorie,Usor
2025-12-17 18:54:25,Victorie,Usor
2025-12-17 18:55:47,Victorie,Usor
2025-12-19 14:28:14,Victorie,Usor
